filepath,subject,mode,capture_label,predicted_label,final_label,reviewed
raw/user4/s20260614_141359/0060.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0061.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0062.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0066.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0067.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0068.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0069.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0070.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0071.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0072.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0073.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0074.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0075.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0076.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0077.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0078.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0079.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0080.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0081.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0082.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0083.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0084.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0085.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0086.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0087.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0088.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0089.jpg,user4,posed,neutral,,neutral,True
raw/user4/s20260614_141359/0090.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0091.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0092.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0093.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0094.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0095.jpg,user4,posed,happiness,,happiness,True
raw/user4/s20260614_141359/0096.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0097.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0098.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0099.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0100.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0101.jpg,user4,posed,surprise,,surprise,True
raw/user4/s20260614_141359/0102.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0103.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0104.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0105.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0106.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0107.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0108.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0109.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0110.jpg,user4,posed,sadness,,sadness,True
raw/user4/s20260614_141359/0111.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0112.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0113.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0114.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0115.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0116.jpg,user4,posed,anger,,anger,True
raw/user4/s20260614_141359/0117.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0118.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0119.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0120.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0121.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0122.jpg,user4,posed,disgust,,disgust,True
raw/user4/s20260614_141359/0123.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0124.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0125.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0126.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0127.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0128.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0129.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0130.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0131.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0132.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0133.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0134.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0135.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0136.jpg,user4,posed,contempt,,contempt,True
raw/user4/s20260614_141359/0137.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0138.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0139.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0140.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0141.jpg,user4,posed,fear,,fear,True
raw/user4/s20260614_141359/0142.jpg,user4,posed,fear,,fear,True
